	0	match_cnt	entry_id	3	class	QID	definition
10	2	4	E3_309	https://www.wikidata.org/wiki/Q174178		1	Abt, Franz, tysk sångkompositör ( 1819 — 85 ), hovkapellmästare i Braunschweig 1852. Hans på sin tid populära sånger ( för soloröster eller kör ) äro melodiösa men i allmänhet hållna i vekligt sentimental stil. Några av hans romanser ( t. ex. » Gute Nacht, du mein herziges Kind » ) ha blivit verkliga folkvisor.
11	2	4	E4_327	https://www.wikidata.org/wiki/Q174178		1	Abt, Franz, tysk sångkompositör ( 1819 — 85 ), hovkapellmästare i Braunschweig 1852. Han skrev talrika, på sin tid populära sånger ( för soloröster eller kör ).
12	3	2	E1_385	https://www.wikidata.org/wiki/Q215933	1	1	"Achenwall, Gottfried, statistiker, född i Elbing 1719, död 1772. Var professor, först i Marburg, sedan ( 1748 ) i Göttingen. A. betraktas af tyskarne såsom. Oförnekligt är, att han såsom universitetslärare och författare först gaf upphof åt denna vetenskaps namn ; men hans definition på statistiken såsom vetenskapen om en stats verkliga märkvärdigheter passar föga in på nutidens föreställningar om detta ämne. Rättvis"
13	3	2	E2_622	https://www.wikidata.org/wiki/Q215933		1	"Achenwall, Gottfried, tysk statistiker, f. 1719 i Elbing, d. 1772 såsom juris professor i Göttingen, gäller för, i det han först gaf denna vetenskap dess namn och en själfständig ställning ; men hans definition på statistiken såsom vetenskapen om en stats verkliga märkvärdigheter passar föga in på nutidens föreställningar om detta ämne. Rättvisligen måste dock erkännas, att redan han starkt betonar, det jämväl orsakerna till det bestående"
14	3	2	E3_416	https://www.wikidata.org/wiki/Q215933		1	Achenwall, Gottfried, tysk statistiker ( 1719 — 72 ), professor i juridik i Göttingen. Blev » statistikens fader », i det att han var den förste, som gav vetenskapen dess namn och en självständig ställning samt sökte avskilja den från närbesläktade vetenskaper. Se vidare Statistik.
15	3	2	E4_473	https://www.wikidata.org/wiki/Q215933		1	Achenwall, Gottfried, tysk statistiker ( 1719 — 72 ), prof, i juridik i Göttingen. A. kallas statistikens fader, i det att han var den
16	4	4	E1_538	https://www.wikidata.org/wiki/Q20015	1	1	Adams [ adams ], John Couch, engelsk astronom, född 1819, professor i Cambridge 1858 samt direktor för observatoriet derstädes, delar med Le Verrier äran att hafva ådagalagt nödvändigheten af tillvaron af en planet Neptunus, hvilken upptäcktes 1846 på större afstånd från solen än Uranus. O. B.
17	4	4	E2_831	https://www.wikidata.org/wiki/Q20015		1	Adams [ äd * ms ], John Couch, engelsk astronom, f. 1819, d. 1892, professor i Cambridge samt direktor för observatoriet därstädes, delar med Le Verrier äran att hafva ådagalagt nödvändigheten af tillvaron af en planet Neptunus, hvilken upptäcktes 1846 på större afstånd från solen än Uranus. O. B. *
18	4	4	E3_549	https://www.wikidata.org/wiki/Q20015		1	Adams [ ädomz ], John Couch, eng. astronom ( 1819 — 1892 ), professor i Cambridge och direktör för därvarande observatorium. Delar med Leverrier äran av att på matematisk väg ha ådagalagt befintligheten av den yttersta kända planeten, Neptunus, som sedan upptäcktes 1846. Är även berömd genom andra arbeten inom den teoretiska astronomien.
19	4	4	E4_629	https://www.wikidata.org/wiki/Q20015		1	Adams [ ädamz ], John Couch, engelsk astronom ( 1819 — 1892 ), prof, i Cambridge och direktör för därvarande observatorium. Han delar med Leverrier äran av att på matematisk väg ha ådagalagt befintligheten av den yttersta kända planeten, Neptunus, som sedan upptäcktes 1846.
20	5	4	E1_2358	https://www.wikidata.org/wiki/Q63188	1	1	Amsdorf, Nikolaus von, en af Luthers medarbetare vid reformationsverket, f. 1483 nära Wurzen i Sachsen, d. 1565 i Eisenach. Han studerade i Wittenberg, der han 1511 blef canonicus och professor i teologi. 1517 slöt han sig till Luther och var 1519 närvarande vid disputationen i Leipzig samt bevistade 1521 riksdagen i Worms. 1524 blef han på Luthers förord superintendent
21	5	4	E2_4146	https://www.wikidata.org/wiki/Q63188		1	Amsdorf, Nikolaus von, en af Luthers medarbetare vid reformationsverket, f. 1483 i Torgau, d. 1565 i Eisenach. Han studerade i Wittenberg, där han 1508 blef canonicus och 1511 professor i teologi. 1517 slöt han sig till Luther och var 1519 närvarande vid disputationen i Leipzig samt bevistade 1521 riksdagen i Worms. 1524 blef han på Luthers förord superintendent i Mag
22	5	4	E3_2951	https://www.wikidata.org/wiki/Q63188		1	Amsdorf, Nikolaus von, en av Luthers medhjälpare ( 1483 — 1565 ), professor i teologi i Wittenberg 1511, superintendent i Magde - burg 1524, biskop i Naumburg 1542 och slutl. superintendent i Eisenach. Reformerade kyrko - och skolväsendet i Magdeburg. Utgav efter Luthers död dennes skrifter och sökte i ensidigt nit hävda Luthers påbud och åsikter.
23	5	4	E4_2876	https://www.wikidata.org/wiki/Q63188		1	Amsdorf, Nikolaus von, en av Luthers medhjälpare ( 1483 — 1565 ), biskop i Naumburg. Han reformerade kyrko - och skolväsendet i Magdeburg. Han utgav efter Luthers död dennes skrifter och sökte i ensidigt nit hävda Luthers påbud och åsikter.
24	6	4	E1_2395	https://www.wikidata.org/wiki/Q462371	1	1	Amyot [ ], Jacques, berömd fransk filolog och öfversättare, f. 1513 i Melun, d. 1593 i Auxerre. Han kämpade i sin ungdom mot brist och tryckande omständigheter, men lyckades genom flit och okuflig energi uppnå en hög samhällsställning och stort anseende. Han var professor i grekiska i Bourges, lärare för Henrik II : s barn, storalmoseutdelare hos Karl IX och Henrik II och slutligen
25	6	4	E2_4226	https://www.wikidata.org/wiki/Q462371		1	Amyot [ amiå ], Jacques, fransk filolog, f. 1513 i Melun, d. 1593 i Auxerre, kämpade i sin ungdom mot tryckande omständigheter, men lyckades genom flit och energi uppnå en hög samhällsställning och stort anseende. Han var professor i grekiska i Bourges, lärare för Henrik II : s barn, storallmose - utdelare och biskop i Auxerre ( 1570 ). A. gjorde sitt namn
26	6	4	E3_2993	https://www.wikidata.org/wiki/Q462371		1	Amyot [ amiå ], Jacques, fransk filolog ( 1513 — 93 ), professor i grekiska i Bourges, biskop i Auxerre ( 1570 ). Gjorde sitt namn frejdat genom översättningar från klassiska författare. De viktigaste äro : » Amours de Théagène et Chariclée » ( 1549 ), » Amours de Daphnis et Chloé » ( 1559 ) och framför allt » Oeuvres
27	6	4	E4_2910	https://www.wikidata.org/wiki/Q462371		1	Amyot [ amiå ], Jacques, fransk filolog ( 1513 — 93 ), prof, i grekiska i Bourges, biskop i Auxerre ( 1570 ). A. har gjort sitt namn frejdat genom översättningar från klassiska författare. De viktigaste äro : Amours de Théa - gène et Chariclée ( 1544 ), Amours de Daphnis et Chloé ( 1559 ) och framför
28	7	4	E1_3517	https://www.wikidata.org/wiki/Q170029	1	1	Archenholz, Johan Wilhelm von, friherre, tysk skriftställare, föddes 1741. Han inträdde 1760 som officer i preussiska armén, erhöll under Sjuåriga kriget afsked på grund af sina blessyrer, tillbragte derefter 16 år på resor i Europa och slog sig slutligen ner i norra Tyskland, der han uppehöll sig med författarskap. Död 1812 i Holstein. A. var en flitig och talangfull skriftställare. Bland hans förnämsta arbeten må nämnas England
29	7	4	E2_6384	https://www.wikidata.org/wiki/Q170029		1	Archenholz, Johann Wilhelm von, friherre, tysk skriftställare, f. 1741, d. 1812, inträdde 1760 som officer i preussiska armén, erhöll under sjuåriga kriget afsked på grund af sina blessyrer, tillbragte därefter 16 år på utländska resor och slog sig slutligen ner i norra Tyskland, där han uppehöll sig med författarskap. Bland hans förnämsta arbeten må nämnas England und Italien ( 1785 ), Geschichte des Siebenj
30	7	4	E3_4392	https://www.wikidata.org/wiki/Q170029		1	Archenholz, Johann Wilhelm von, tysk historieskrivare ( 1741 — 1812 ). Deltog som preussisk officer i sjuåriga kriget, var - över han skrivit en i följd av sina levande skildringar och sin beundran för Fredrik den store mycket populär och ännu läst historia. Han har dessutom skrivit en Gustav Vasas historia ( 1801 ). Biografi av Ruot ( 1915 ).
31	7	4	E4_4300	https://www.wikidata.org/wiki/Q170029		1	Archenholz, Johann Wilhelm von, tysk historieskrivare ( 1741 — 1812 ). A. deltog som preussisk officer i sjuåriga kriget, varöver han skrivit en mycket populär och ännu läst historia.
32	8	2	E1_20815	https://www.wikidata.org/wiki/Q2140000	1	1	Falguière [ - giär ], Jean Alexandre Joseph, fransk bildhuggare och målare, f. 1831, studerade hos Jouffroy och vann 1859 Rom - priset. Bland hans skulpturverk må nämnas en ung Teseus, Segraren vid tuppfäktningen, Corneille ( staty ), Schweiz, mottagande den franska östarmén ( 1875 ) och Lamartine ( bronsstod i Mâcon, aftäckt 1878 ). F. har på de senare åren
33	8	2	E2_36550	https://www.wikidata.org/wiki/Q2140000		1	Falguière [ - giär ], Jean Alexandre Joseph, fransk bildhuggare och målare, f. 7 sept. 1831 i Toulouse, d. 19 april 1900 i Paris, studerade hos Jouffroy och vann 1859 Rom - priset. Han hade redan 1857 debuterat på Salongen med statyn Theseus som barn och vann stor framgång med Segraren vid tuppfäktningen ( en naken springande yngling, 1864, i brons i Luxembourg -
34	8	2	E3_4585	https://www.wikidata.org/wiki/Q2140000		1	"Falguière [ falgiar ], Jean Alexandre, fransk skulptör och målare ( 1831 — 1900 ). Studerade i Paris och som stipendiat i Rom, hade stor framgång 1864 med statyn » Segraren vid tuppfäktningen » ( en naken springande yngling ) och 1868 med » Martyren Tarcinus » ( liggande gosse ). Bland hans många senare verk ha hans kvinnobilder ( » Eva », » Diana » ) en stram elegans ; han utförde även statyer"
35	8	2	E4_26426	https://www.wikidata.org/wiki/Q2140000		1	"Falguière [ falgjär ], Jean Alexandre, fransk skulptör och målare ( 1831 — 1900 ). Han hade stor framgång 1867 med Martyren Tar - cisius ( liggande gosse ). Bland hans många senare verk ha hans kvinnobilder ( Eva, Diana ) en stram elegans ; han utförde även statyer av Pasteur, Gambetta, Balzac, Ofelia ( med Kristina Nilssons drag ) samt porträttbyster, bl"
36	9	2	E1_21181	https://www.wikidata.org/wiki/Q334057	1	1	Fawcett [ fåset ], Henry, engelsk nationalekonom, f. 1833, förvärfvade 1856 doktorsgrad vid universitetet i Cambridge. 1858 drabbades han af den olyckan att förlora synen på båda ögonen, men fortsatte likväl med beundransvärd energi sina studier och offentliggjorde en mängd värderika afhandlingar i nationalekonomi och statskunskap. Han utnämndes 1863 till professor i politisk ekonomi vid universitetet i Cambridge och blef 1865 medlem af underhuset. F : s rika begåfning, själ
37	9	2	E2_37116	https://www.wikidata.org/wiki/Q334057		1	Fawcett [ fåset ], Henry, engelsk nationalekonom och politiker, f. 26 aug. 1833 i Salisbury, d. 6 nov. 1884 i Cambridge, blef efter slutade universitetsstudier vid Trinity hall i Cambridge. 1858 drabbades han af den olyckan att, genom ett vådaskott på en jakt, förlora synen på båda ögonen, men fortsatte likväl med beundransvärd energi sitt studielif och sina förberedelser för inträde på den politiska banan. 1863 blef
38	9	2	E3_5014	https://www.wikidata.org/wiki/Q334057		1	Fawcett [ fåsit ], Henry, engelsk politiker, nationalekonom ( 1833 — 84 ). Blev fellow ( lärare ) vid Trinity hall i Cambridge, förlorade 1858 genom ett vådaskott synen på båda ögonen men fortsatte energiskt sina studier och erhöll 1863 en nyinrättad professur i nationalekonomi vid univ. i Cambridge. Från 1863 var F. led. av underhuset, där han som avancerad radikal intog en av den liberala partiledningen rätt oberoende ställning. Han påyrkade bl.
39	9	2	E4_26858	https://www.wikidata.org/wiki/Q334057		1	Fawcett [ fåsit ]. i ) Henry F., engelsk politiker, nationalekonom ( 1833 — 84 ). Han blev 1863 prof, i nationalekonomi vid univ. i Cambridge. Från 1865 var F. led. av underhuset, där han som avancerad radikal intog en av den liberala partiledningen rätt oberoende ställning. Han påyrkade bl. a. rösträttens utsträckning till kvinnorna, kämpade för Indiens rättigheter samt bidrog genom sin kritik av Gladstones undervisningslag för Irland ej ovä
40	10	4	E1_21429	https://www.wikidata.org/wiki/Q1225014	1	1	Fergusson, James, engelsk arkeolog och skriftställare, född i Skotland 1808, egnade sig först åt handelsyrket och vistades någon tid uti Indien såsom affärsman. Der började han emellertid snart företaga resor för att studera den äldre byggnadskonsten. Den första frukten af dessa studier var hans Illustrations of the rock - cut temples of India ( 1845 ). Derefter har följt en mängd, likaledes af honom sjelf illustrerade arbeten, bland hvil
41	10	4	E2_37519	https://www.wikidata.org/wiki/Q1225014		1	"Fergusson [ ], James, skotsk arkeolog och skriftställare, f. 1808, d. 1886 i London, egnade sig först åt handelsyrket och vistades någon tid såsom affärsman uti Indien, där han under vidsträckta resor gjorde sig förtrogen med äldre indisk byggnadskonst. Den första frukten af dessa studier var hans Illustrations of the rock - cut temples of India ( 1845 ; omarb. uppl. 1864 ). Därefter följde en mängd, likaledes af"
42	10	4	E3_5247	https://www.wikidata.org/wiki/Q1225014		1	"Fergusson [ fägøson ], James, skotsk arkeolog, författare ( 1808 — 86 ). Var en tid affärsman i Indien och blev där under vidsträckta resor förtrogen med äldre indisk byggnadskonst. Därom utgav han bl. a. » Illustrations of the rock - cut temples of India » ( 1845 ; omarb. uppl. 1864 ). F. skrev även » Illustrated handbook of architecture » ("
43	10	4	E4_27105	https://www.wikidata.org/wiki/Q1225014		1	"Fergusson [ fägasn ], James, skotsk arkeolog, författare ( 1808 — 86 ). Han blev under vidsträckta resor i Indien förtrogen med äldre indisk byggnadskonst. Därom utgav han bl. a. Illustrations of the rock - cut temples of India ( 1845 ; omarb. uppl. 1864 ). F. skrev även 11 - lustrated handbook of architecture ( 2 bd,"
44	11	4	E1_21430	https://www.wikidata.org/wiki/Q1464929	1	1	Fergusson, Sir William, engelsk kirurg, f. 1808, gjorde sina medicinska studier vid universitetet i Edinburgh, der han under Knox ledning förvärfvade sig grundliga insigter i anatomien. Sedan han några år verkat som kirurg i nämnda stad, flyttade han 1840 till London, der han som professor vid Kings college och hofkirurg förvärfvade sig stort anseende och äfven baronetstiteln, 1865. Utom en mängd tidskriftsartiklar om lit
45	11	4	E2_37520	https://www.wikidata.org/wiki/Q1464929		1	Fergusson [ ], sir William, engelsk kirurg, f. 1808, d. 1877, gjorde sina medicinska studier vid universitetet i Edinburgh, där han under Knox ledning förvärfvade sig grundliga insikter i anatomien. Sedan han några år verkat som kirurg i nämnda stad, flyttade han 1840 till London, där han som professor vid King s college och hofkirurg förvärfvade sig stort anseende och äfven baronettiteln ( 1866 )
46	11	4	E3_5249	https://www.wikidata.org/wiki/Q1464929		1	"Fergusson [ fögoson ], sir William, engelsk kirurg ( 1808 — 77 ) ; utbildad i Edinburgh, sedermera prof, vid King s college i London och hovkirurg. F. var en banbrytare för den » konservativa » kirurgien, vilken i det längsta söker undvika amputationer."
47	11	4	E4_27107	https://www.wikidata.org/wiki/Q1464929		1	"Fergusson [ fägasn ], Sir William, engelsk kirurg ( 1808 — 77 ) ; utbildad i Edinburgh, sedermera prof, vid King s College i London och hovkirurg. F. var en banbrytare för den konservativa kirurgien, vilken i det längsta söker undvika amputationer."
48	12	4	E1_21654	https://www.wikidata.org/wiki/Q3362497	1	1	Fieandt, Otto Henrik von, finsk militär, född i Kristina socken i Finland d. 26 Sept. 1762, är känd såsom en bland de af Runeberg besjungna hjeltarna i 18081809 års krig. Redan såsom barn blef han antagen i krigstjenst, deltog i kriget 17881790 och blef 1796 major vid Rautalampi bataljon samt 1808 öfverstelöjtnant i armén. Under sistnämnda års
49	12	4	E2_37858	https://www.wikidata.org/wiki/Q3362497		1	Fieandt [ fiant ], Otto Henrik von, finsk militär, f. 1762 i Kristina socken i Finland, d. 1823 på Kananoja gård i Viborgs socken, är känd såsom en bland de af Runeberg besjungne hjältarna i 1808 - 09 års krig. Redan såsom barn inskrefs han i arméns rullor och erhöll 1778 fänriksfullmakt. Han var vid början af kriget 1788 - 90 stabsadjutant hos generallöjt
50	12	4	E3_5428	https://www.wikidata.org/wiki/Q3362497		1	Fieandt [ fiant ], Otto Henrik von, finländsk krigare ( 1762 — 1823 ). Spelade som ung löjtnant en framträdande roll bland An - jalamännen men befordrades likväl 1789 till kapten. Han dömdes 1790 till döden men benådades. 1796 blev han major och 1808 överstelöjtnant i armén. I 1808 — 09 års krig lade han i dagen sina av Runeberg besjungna egenskaper, tapperhet och en barsk folklighet, men knappast någon större
51	12	4	E4_27292	https://www.wikidata.org/wiki/Q3362497		1	Fieandt [ fiant ], Otto Henrik von, finländsk krigare ( 1762 — 1823 ). Han spelade som ung löjtnant en framträdande roll bland An - jalamännen men befordrades likväl 1789 till kapten. Han dömdes 1790 till döden men benådades. 1796 blev han major och 1808 överstelöjtnant i armén. I 1808 — 09 års krig lade han
52	13	4	E1_22465	https://www.wikidata.org/wiki/Q5734229	1	1	Florman, Arvid Henrik, universitetslärare, anatom, född d. 4 Sept. 1761 på Tosterups gård i Tostarps socken, Kristianstads län, blef student i Lund 1777, filosofie kandidat 1781 och medicine licentiat 1786. Redan innan han tagit sistnämnda examen, kallades han ( 1785 ) till docent i anatomi i Lund och snart derefter ( 1787 ) till anatomie prosector. 1788 tjenstgjorde han som e
53	13	4	E2_39229	https://www.wikidata.org/wiki/Q5734229		1	Florman, Arvid Henrik, universitetslärare, anatom, f. 4 sept. 1761 på Tosterups gård i Tostarps socken, Kristianstads län, d. 21 jan. 1840 i Lund, blef student i Lund 1777, filos. kandidat 1781 och med. licentiat 1786. Han kallades 1785 till docent i anatomi i Lund och 1787 till anatomie prosektor. 1788 tjänstgjorde han som e. o. expeditionsmedikus
54	13	4	E3_6509	https://www.wikidata.org/wiki/Q5734229		1	Florman, Arvid Henri c, universitetslärare, anatom ( 1761 — 1840 ). Blev 1785 docent i anatomi och 1786 med. lic. i Lund samt 1787 anatomie prosektor, tjänstgjorde 1788 som e. o. expedi - tionsmedikus på kungl. örlogsflot - tan och bevistade slaget vid Högland ( 1788 ). Han var 1789 — 90 överläkare på sjukhuset i Karlskrona, där han undervisade de yngre
55	13	4	E4_28251	https://www.wikidata.org/wiki/Q5734229		1	Florman. 1 ) Arvid Henrik F., universitetslärare, anatom ( 1761 — 1840 ). Han blev
56	14	4	E1_22472	https://www.wikidata.org/wiki/Q155425	1	1	Flotow, Friedrich von, tysk tonsättare, f. 1812 i Mecklenburg, studerade under Reicha i Paris och fick, sedan han med några ungdomsarbeten gjort sig känd, 1838 af direktören för Renaissanceteatern ( Paris ) i uppdrag att komponera operan Le naufrage de la Méduse, som inom ett år upplefde 54 föreställningar. Derpå följde operorna Le forestier ( 1840 ), Lesclave de Camoëns
57	14	4	E2_39241	https://www.wikidata.org/wiki/Q155425		1	Flotow [ flåtåv ], Friedrich Ferdinand Adolph von, friherre, tysk tonsättare, f. 27 april 1812 på godset Teutendorf i Mecklenburg, d. 24 jan. 1883 i Darmstadt, studerade för Reicha i Paris och fick, sedan han med några glädtigt melodiösa ungdomsarbeten gjort sig känd, af direktören för Renaissanceteatern ( Paris ) i uppdrag att komponera operan Le naufrage de la Méduse (
58	14	4	E3_6518	https://www.wikidata.org/wiki/Q155425		1	"Flotow [ flåtå ], Friedrich von, frih., tysk tonsättare ( 1812 — 83 ). Fick sin huvudsakliga utbildning i Paris, där han särskilt tillägnade sig den lätta, graciösa Adam - stilen. Efter smärre framgångar där vann han världsrykte genom operorna » Alessandro Stradella » ( 1844 ; Sthlm 1847 ) och » Martha » ( 1847 ; Sthlm 1850 ) ; senare äro bl. a. » Die Grossfür"
59	14	4	E4_28263	https://www.wikidata.org/wiki/Q155425		1	"Flotow [ flåtå ], Friedrich von, frih., tysk tonsättare ( 1812 — 83 ). Han fick sin huvudsakliga utbildning i Paris, där han särskilt tillägnade sig den lätta, graciösa Adamstilen. Efter smärre framgångar där vann han världsrykte genom operorna Alessandro Stradella ( 1844 ; Sthlm 1847 ) och Martha ( 1847 ; Sthlm 1850 ). F. är främste företrädaren i Tyskland för den"
60	15	4	E1_23050	https://www.wikidata.org/wiki/Q166234	1	1	Foscolo, Ugo Niccolò, italiensk skald, patriot och lärd, föddes d. 26 Jan. 1779 ( enligt venezianska stilen 1778, hvaraf de stridiga uppgifterna om hans födelseår härröra ) på Zante, en af de Joniska öarna, hvilka då lydde under den venezianska republiken. Hans hänförelse för antiken tog sig tidigt uttryck i den i alfieriansk stil hållna tragedien Tieste, som
61	15	4	E2_40204	https://www.wikidata.org/wiki/Q166234		1	Foscolo [ fåskålå ], Niccolò Ugo ( det senare tillnamnet af honom själf antaget ), italiensk skald, f. 6 febr. 1778 på Zante, som den tiden hörde till Venezia, d. 14 sept. 1827 i Turnham Green, nära London. Sedan hans fader, som var af veneziansk släkt, tidigt dött, flyttade F. med sin moder, en grekinna, till Venezia samt studerade där och
62	15	4	E3_7262	https://www.wikidata.org/wiki/Q166234		1	Foscolo [ fåskålå ], Niccolö Ugo, italiensk författare ( 1778 — 1827 ), son till en venezian och en grekinna. Greps av tidens italienskpatriotiska hänförelse och demokratiska idéer, hyllade 1797 i ett ode befriaren Bonaparte men begav sig från Venezia s. å., sedan denne överlämnat landet till Österrike. Först bosatt i Milano, deltog F. sedan som löjtnant i » cisalpin
63	15	4	E4_29036	https://www.wikidata.org/wiki/Q166234		1	Foscolo [ fåskålå ], Niccolö U g o, italiensk författare ( 1778 — 1827 ), son till en venetian och en grekinna. Han greps av tidens italienskpatriotiska hänförelse och demokratiska idéer, hyllade 1797 i ett ode befriaren Bonaparte men begav sig från Venedig s. å., sedan denne överlämnat landet till Österrike. Först bosatt i Milano, deltog F. 1804 — 06 som frivillig i franska armén
64	16	4	E1_23572	https://www.wikidata.org/wiki/Q1261708	1	1	Freund [ fröjnd ]. 1. Herman Ernst F., dansk bildhuggare, född i närheten af Bremen d. 15 Okt. 1786, uppfostrades i smedsyrket och kom, för att vidare utbildas deri, 1793 till en slägting i Köpenhamn. Liflig böjelse för konsten gjorde emellertid, att han med ifver egnade sig åt teckning och gravering. Till en början ämnade han att blifva medaljör samt genomgick konstakademiens skolor
65	16	4	E2_41023	https://www.wikidata.org/wiki/Q1261708		1	Freund [ fröjnd ]. 1. Herman Ernst F., dansk skulptör, f. 15 okt. 1786 af tyska föräldrar nära Bremen, d. 30 juni 1840 i Köpenhamn, var en tid smedslärling, egnade sig åt gravering, studerade med uppsåt att bli medaljör eller möjligen skulptör vid konstakademien i Köpenhamn och vann 1817 dess guldmedalj jämte resestipendium för reliefen Abraham fördrifver Hagar. Han begaf sig till Rom
66	16	4	E3_7945	https://www.wikidata.org/wiki/Q1261708		1	Freund [ fråjnd ], Herman Ernst, dansk skulptör ( 1786 — 1840 ). F. föddes i trakten av Bremen, studerade vid konstakademien i Köpenhamn och vistades i Rom 1818 — 27. Han arbetade där hos Thorvaldsen, fann sig likväl tryckt av dennes överlägsenhet och själviskhet samt måste uppge beställningar, som han fått från Köpenhamn för Fruekirke på apostla - statyer, som Thorvaldsen i stället utförde. Vid skandinaviska litteratursällskap
67	16	4	E4_29720	https://www.wikidata.org/wiki/Q1261708		1	Freund [ fråjnd ], Hermann Ernst, dansk skulptör ( 1786 — 1840 ). F. föddes i trakten av Bremen, studerade vid konstakademien i Köpenhamn och vistades i Rom 1817 — 27. Han arbetade där hos Thorvaldsen, fann sig likväl tryckt av dennes överlägsenhet och själviskhet samt måste uppge beställningar, som han fått
68	17	4	E1_25107	https://www.wikidata.org/wiki/Q131588	1	1	Ganymedes, Grek. hjeltes., son af den trojanske sagokonungen Tros, var enligt Homeros den skönaste bland alla dödliga. Af denna orsak bortröfvades han från jorden för att lefva med gudarna och betjena dem såsom munskänk. Enligt en yngre saga har Zevs, hvilken utkorat G. till sin älskling, bortröfvat honom genom sin örn eller sjelf i gestalt af en
69	17	4	E2_43581	https://www.wikidata.org/wiki/Q131588		1	Ganymedes ( grek. raw ^ dijg ), grek. myt., son » af den trojanske sagokonungen Tros, var enligt Ho - meros den skönaste bland alla dödliga. Af denna orsak bortröfvades han från jorden för att lefva med gudarna och betjäna dem såsom munskänk. Enligt en yngre saga har Zeus, hvilken utkorat G. till sin älskling, bortröfvat honom
