	0	match_cnt	entry_id	3	class	QID	definition
10	2	4	E3_158	https://www.wikidata.org/wiki/Q27932		1	Abel, dansk konung ( 1218 — 52 ), den andre av Valdemar Sejrs söner. Då hans broder Erik kröntes till tronföljare, fick A. Sönder - jylland till län men kom snart i ett spänt förhållande till brodern och vägrade, då denne tillträtt regeringen, att erkänna honom som länsherre. Efter flerårig osämja och strid tvangs A. till en ganska förödmjukande underkastelse 1250. Då kung Erik s. å. gästade A. på
11	2	4	E4_154	https://www.wikidata.org/wiki/Q27932		1	Abel, dansk konung ( 1218 — 52 ), den andre av Valdemar Sejrs söner. Då hans broder Erik kröntes till tronföljare, fick A. Sönderjylland till län men kom snart i ett spänt förhållande till brodern. Erik dräptes 1250, och A. har av traditionen utpekats som upphovsman till dådet, men han svor sig fri och blev vald till konung. Han visade icke obetydlig statsmannabegåvning, hävdade statens makt och främjade dess
12	3	4	E1_272	https://www.wikidata.org/wiki/Q174178	1	1	Abt, Franz, tysk sångkompositör, född 1819 i Eilenburg, sedan 1852 hofkapellmästare i Braunschweig. Hans kompositioner äro i allmänhet utmärkta för melodi - rikedom och behaglig harmoni, men urarta ej sällan till en veklig känslosamhet.
13	3	4	E2_447	https://www.wikidata.org/wiki/Q174178		1	Abt, Franz, tysk sångkompositör, f. 1819 i Eilenburg, blef 1852 hofkapellmästare i Braunschweig och dog 1885 i Wiesbaden. Hans kompositioner äro i allmänhet utmärkta för melodi - rikedom och behaglig harmoni, men urarta ej sällan till en veklig känslosamhet. Några af hans sånger hafva blifvit verkliga folkvisor. I Sverige är han mest känd genom sina manskvartetter. A. L.
14	3	4	E3_309	https://www.wikidata.org/wiki/Q174178		1	Abt, Franz, tysk sångkompositör ( 1819 — 85 ), hovkapellmästare i Braunschweig 1852. Hans på sin tid populära sånger ( för soloröster eller kör ) äro melodiösa men i allmänhet hållna i vekligt sentimental stil. Några av hans romanser ( t. ex. » Gute Nacht, du mein herziges Kind » ) ha blivit verkliga folkvisor.
15	3	4	E4_327	https://www.wikidata.org/wiki/Q174178		1	Abt, Franz, tysk sångkompositör ( 1819 — 85 ), hovkapellmästare i Braunschweig 1852. Han skrev talrika, på sin tid populära sånger ( för soloröster eller kör ).
16	4	2	E1_385	https://www.wikidata.org/wiki/Q215933	1	1	"Achenwall, Gottfried, statistiker, född i Elbing 1719, död 1772. Var professor, först i Marburg, sedan ( 1748 ) i Göttingen. A. betraktas af tyskarne såsom. Oförnekligt är, att han såsom universitetslärare och författare först gaf upphof åt denna vetenskaps namn ; men hans definition på statistiken såsom vetenskapen om en stats verkliga märkvärdigheter passar föga in på nutidens föreställningar om detta ämne. Rättvis"
17	4	2	E2_622	https://www.wikidata.org/wiki/Q215933		1	"Achenwall, Gottfried, tysk statistiker, f. 1719 i Elbing, d. 1772 såsom juris professor i Göttingen, gäller för, i det han först gaf denna vetenskap dess namn och en själfständig ställning ; men hans definition på statistiken såsom vetenskapen om en stats verkliga märkvärdigheter passar föga in på nutidens föreställningar om detta ämne. Rättvisligen måste dock erkännas, att redan han starkt betonar, det jämväl orsakerna till det bestående"
18	4	2	E3_416	https://www.wikidata.org/wiki/Q215933		1	Achenwall, Gottfried, tysk statistiker ( 1719 — 72 ), professor i juridik i Göttingen. Blev » statistikens fader », i det att han var den förste, som gav vetenskapen dess namn och en självständig ställning samt sökte avskilja den från närbesläktade vetenskaper. Se vidare Statistik.
19	4	2	E4_473	https://www.wikidata.org/wiki/Q215933		1	Achenwall, Gottfried, tysk statistiker ( 1719 — 72 ), prof, i juridik i Göttingen. A. kallas statistikens fader, i det att han var den
20	5	4	E1_426	https://www.wikidata.org/wiki/	1	Q63357	Ackermann, Konrad Ernst, framstående tysk skådespelare, f. 1710 i Schwerin. Utmärkt i synnerhet i komiska roler. Reste i flere år i Ryssland, Polen och Tyskland och blef sedermera af stor betydelse för Tysklands dramatiska konst genom det förtjenstfulla sätt, hvarpå han under Lessings medverkan ledde Hamburgs teater. Död 1771. hans hustru, Sophie Charlotte, som genom sitt första gifte var moder till den mycket berömde skådespelaren Fr. Ludwig Schröder,
21	5	4	E2_674	https://www.wikidata.org/wiki/		Q63357	Ackermann, Konrad Ernst, tysk skådespelare, f. 1710, en af Tysklands främste komiker, var från 1751 direktör för ett resande teatersällskap och öppnade 1765 i Hamburg en ny teater med utmärkta skådespelarekrafter, hvilken ansenligt höjde Tysklands dramatiska konst, under medverkan af Lessings berömda teatertidning. A. dog 1771. Hans hustru, Sophie Charlotte A., f. 1714, d. 1792, i sitt första gifte moder till den store skådespelaren
22	5	4	E3_442	https://www.wikidata.org/wiki/		Q63357	Ackermann, Konrad Ernst, tysk skådespelare ( 11 12 — 71 ). Var själv en framstående komiker och blev en av den tyska scenens grundlaggare både genom sitt berömda resande sällskap ( sedan 1751 ) och genom upprättandet av en stående teater i Hamburg 1765. Han ledde densamma till sin död ined undantag av åren 1767 — 68, då den var överlåten till ett privatkonsortium, vid vilket, blev knuten Lessing, som då utgav sin betydelsefulla teatertidning »
23	5	4	E4_511	https://www.wikidata.org/wiki/		Q63357	Ackermann, Konrad Ernst, tysk skådespelare ( 1712 — 71 ). Han var en framstående komiker och blev en av den tyska scenens grund - läggare både genom sitt berömda resande sällskap ( sedan 1751 ) och genom upprättandet av en stående teater i Hamburg 1765. Vid A : s sällskap glänste grundläggarna av den tyska skådespelarkonsten, Konrad Ekhoff och F. L. Schröder.
24	6	2	E1_455	https://www.wikidata.org/wiki/	1	Q945590	Acollas [ akålla ], Emile, fransk rättslärd och publicist, född 1826 i La Châtre, studerade juridik i Paris, blef sedan ifrig socialist och framstående ledamot af. För sitt deltagande i socialistkongressen i Geneve 1867 anklagades han efter sin återkomst till Paris och dömdes till ett års fängelse. Sedermera begaf han sig till Schweiz, hvarifrån han under kommunens herravälde i Paris 1871 i ett öppet bref uppmanade prefekten i
25	6	2	E2_715	https://www.wikidata.org/wiki/		Q945590	Acollas [ akåla ], Emile, fransk rättslärd, f. 1826, blef ifrig socialist och dömdes för sitt bemärkta deltagande i Internationalens Genèvekongress 1866 till ett års fängelse. Han blef därefter jur. professor i Bern, utnämndes af Paris - kommunen 1871 till dekanus för juridiska fakulteten i Paris och blef 1880 generalinspektör öfver fängelserna. Död genom själfmord 1891. Mycket framskridet demokratiska åsikter genomföras med grundlighet
26	6	2	E3_475	https://www.wikidata.org/wiki/		Q945590	Acollas [ akåla ], É m i 1 e, fransk rättslärd ( 1826 — 91 ). Ivrig socialist, blev A. för sitt mycket bemärkta uppträdande vid Internatio - nalens kongress i Genève 1866 dömd till ett års fängelse. Han blev senare jur. professor i Bern men utnämndes av Pariskommunen 1871 till dekanus för juridiska fakulteten i Paris. 1880 blev han generalinspektör över fängelserna. Sin radikalt demokratiska uppfattning av rättslivet och
27	6	2	E4_546	https://www.wikidata.org/wiki/		Q945590	Acollas [ akåla ], Émile, fransk rättslärd ( 1826 — 91 ). Ivrig socialist som han var, utnämndes han av Pariskommunen 1871 till dekanus för juridiska fakulteten i Paris. Sin radikalt demokratiska uppfattning av rättslivet har han framlagt i bl. a. Manuel du droit civil ( 1869 ) och Les droits du peuple ( 1875 ).
28	7	4	E1_462	https://www.wikidata.org/wiki/	1	Q347893	Acosta, Gabriel ( l. Uriel ), en portugisisk ädling af judisk börd, född i Oporto i slutet af 16 : de århundradet. Han uppfostrades i den katolska läran, men förmåddes af tvifvel om kristendomens gudomliga sanning att från Portugal begifva sig till Nederländerna, der han öfvergick till judendomen. A. kom dock snart i strid äfven med judendomens läror, hvilka af honom skarpt och
29	7	4	E2_723	https://www.wikidata.org/wiki/		Q347893	"Acosta, Gabriel ( l. Uriel ), portugisisk ädling af judisk börd, f. omkr. 1590 i Oporto, uppfostrades i den katolska läran, men förmåddes af tvifvel om kristendomens gudomliga sanning att från Portugal begifva sig till Nederländerna, där han öfvergick till judendomen. A. kom dock snart i strid äfven med judendomens läror, hvilka af honom skarpt och bittert tadlades ;"
30	7	4	E3_482	https://www.wikidata.org/wiki/		Q347893	Acosta, Gabriel el. U r i e 1, portugisisk ädling av judisk börd ( omkr. 1590 — 1647 ). Var uppfostrad i katolicismen men övergick i Nederländerna till judendomen. A. kom dock snart genom sina frisinnade åskådningar i strid även med dess officiella representanter, blev anklagad för ateism, förlorade sin egendom, misshandlades och bannlystes. 15 år därefter upptogs han åter som medlem av synagogan men först efter
31	7	4	E4_554	https://www.wikidata.org/wiki/		Q347893	Acosta, Gabriel, senare U r i e 1, portugisisk ädling av judisk börd ( omkr. 1585 — 1640 ). Uppfostrad i katolicismen övergick han i Nederländerna till judendomen. A. kom dock snart genom sina frisinnade åskådningar i strid även med dess officiella representanter, blev anklagad för ateism, misshandlades och bannlystes. Slutligen begick han självmord. Hans självbiografi finns utgiven, och Gutzkow har gjort honom till hjälten i
32	8	4	E1_473	https://www.wikidata.org/wiki/	1	Q4354836	"Acrelius, Israel, prest. broder till Olof Acrel, föddes i Österåker i Roslagen 1714 ; studerade i Upsala, blef 1743 filosofie magister, prestvigdes samma år och utnämndes 1747 till e. o. amiralitetspredikant. 1749 utsågs han till prost öfver de svenska församlingarna i Amerika, en befattning som han först undanbad sig, men sedan öfvertalades att mottaga. Efter en sjuårig ordnande och fruktbringande verksamhet"
33	8	4	E2_739	https://www.wikidata.org/wiki/		Q4354836	Acrelius ( jfr Achrelius ), Israel, präst, broder till Olof Acrel, föddes i Österåker i Roslagen 1714, studerade i Upsala, blef 1743 filosofie magister, prästvigdes samma år och utnämndes 1747 till e. o. amiralitetspredikant. 1749 utsågs han till prost öfver de svenska församlingarna i Amerika, en befattning, som han först undanbad sig, men sedan öfvertalades att mottaga. Efter en sjuårig ordnande
34	8	4	E3_495	https://www.wikidata.org/wiki/		Q4354836	Acrelius, Israel, präst ( 1714 — 1800 ), broder till Olof af Acrel. Utövade 1749 — 56 som kyrkoherde i Kristine församling i Filadelfia och prost över de svenska församlingarna i
35	8	4	E4_564	https://www.wikidata.org/wiki/		Q4354836	Acrelius, Israel, präst ( 1714 — 1800 ), broder till Olof af Acrel. Han utövade 1749 — 56, som kyrkoherde i Kristina församling i Fila - delfia och prost över de svenska församlingarna i Amerika, en ordnande och nitisk verksamhet. Hans Beskrifning om de swenska församling - ars forna och närw. tillstånd uti det s. k. Nya
36	9	4	E1_513	https://www.wikidata.org/wiki/	1	Q348109	Adaldag, ärkebiskop i Hamburg och Bremen 937988, verkade kraftigt för kristendomens utbredning på den jutska halfön. 948 invigde han de förste biskoparne der, nämligen Harald i Hedeby ( Slesvig ), Lifdag i Ribe och Rembrand i Aarhus. Dervid gaf han dem i uppdrag att främja kristendomen jämväl på de danska öarna samt i Skåne och Sverige. I sina fromma bemödanden understöddes A. verksamt af kejsarne Otto
37	9	4	E2_804	https://www.wikidata.org/wiki/		Q348109	Adaldag, ärkebiskop i Hamburg och Bremen 937988, verkade kraftigt för kristendomens utbredning på den jylländska halfön och för det hamburgska ärkestiftets höjande. Han invigde de förste suffraganbiskoparna i Hedeby ( Slesvig ), Ribe och Aarhus. Under hans tid främjades kristendomen jämväl på de danska öarna samt i Skåne och Sverige. I sina fromma bemödanden understöddes A. verksamt af kejsarna Otto I
38	9	4	E3_528	https://www.wikidata.org/wiki/		Q348109	Adaldag, ärkebiskop av Hamburg - Bremen ( d. 988 ). Ärkebiskop 937, verkade han kraftigt för kristendomens utbredning på den jylländska halvön och för det hamburgska ärkestiftets höjande. Han invigde de första suffraganbiskoparna i Hedeby ( Slesvig ), Ribe och Aarhus. Under hans tid främjades kristendomen jämväl på de danska öarna samt i Skåne och Sverige. I sina fromma bemödanden understöddes A
39	9	4	E4_609	https://www.wikidata.org/wiki/		Q348109	Adaldag, ärkebiskop av Hamburg - Bremen ( d. 988 ). Han blev ärkebiskop 937 och verkade kraftigt för kristendomens utbredning på den jylländska halvön och för det hamburgska ärkestiftets höjande. Under hans biskopstid vanns den danske konungen Harald Gormsson för kristendomen, och A. invigde de första suffraganbiskoparna i Hedeby ( Slesvig ), Ribe och Aarhus samt senare i Odense. I sina fromma bem
40	10	4	E1_538	https://www.wikidata.org/wiki/Q20015	1	1	Adams [ adams ], John Couch, engelsk astronom, född 1819, professor i Cambridge 1858 samt direktor för observatoriet derstädes, delar med Le Verrier äran att hafva ådagalagt nödvändigheten af tillvaron af en planet Neptunus, hvilken upptäcktes 1846 på större afstånd från solen än Uranus. O. B.
41	10	4	E2_831	https://www.wikidata.org/wiki/Q20015		1	Adams [ äd * ms ], John Couch, engelsk astronom, f. 1819, d. 1892, professor i Cambridge samt direktor för observatoriet därstädes, delar med Le Verrier äran att hafva ådagalagt nödvändigheten af tillvaron af en planet Neptunus, hvilken upptäcktes 1846 på större afstånd från solen än Uranus. O. B. *
42	10	4	E3_549	https://www.wikidata.org/wiki/Q20015		1	Adams [ ädomz ], John Couch, eng. astronom ( 1819 — 1892 ), professor i Cambridge och direktör för därvarande observatorium. Delar med Leverrier äran av att på matematisk väg ha ådagalagt befintligheten av den yttersta kända planeten, Neptunus, som sedan upptäcktes 1846. Är även berömd genom andra arbeten inom den teoretiska astronomien.
43	10	4	E4_629	https://www.wikidata.org/wiki/Q20015		1	Adams [ ädamz ], John Couch, engelsk astronom ( 1819 — 1892 ), prof, i Cambridge och direktör för därvarande observatorium. Han delar med Leverrier äran av att på matematisk väg ha ådagalagt befintligheten av den yttersta kända planeten, Neptunus, som sedan upptäcktes 1846.
44	11	4	E1_544	https://www.wikidata.org/wiki/	1	Q315861	Adanson [ adangsong ], Michel, fransk botanist, född 1727 i Aix. Han uppfostrades först för det andliga ståndet, men egnade sig snart åt naturvetenskapliga studier och företog vid 21 års ålder en resa till Senegambien. Trots det osunda klimatet qvarstannade han der flere år och hopbragte både från växt - och djurriket stora samlingar, med hvilka han återvände till sitt fädernesland. Straxt
45	11	4	E2_841	https://www.wikidata.org/wiki/		Q315861	Adanson [ adãså ], Michel, fransk botanist, f. 1727 i Aix ( af skotsk härstamning ), uppfostrades först för det andliga ståndet, men egnade sig snart åt naturvetenskapliga studier och företog vid 21 års ålder en resa till Senegambien. Trots det osunda klimatet kvarstannade han där flera år och hopbragte både från växt - och djurriket stora samlingar, med hvilka han återvände till sitt
46	11	4	E3_563	https://www.wikidata.org/wiki/		Q315861	Adanson [ adäså ], Michel, fransk botanist ( 1727 — 1806 ). Företog vid 21 års ålder en naturvetenskaplig resa till Senegambien, där han under några år hopbragte stora samlingar både från växt - och djurriket, med vilka han återvände till sitt fädernesland. Därjämte gjorde han meteorologiska, astronomiska och språkliga undersökningar av värde. Bland hans arbeten märkas » Histoire naturelle du Sénégal »
47	11	4	E4_642	https://www.wikidata.org/wiki/		Q315861	Adanson [ adäså1, Michel, fransk botanist ( 1727 — 1806 ). A. bereste Senegambien, där han under några år hopbragte stora samlingar både från växt - och djurriket. Bland hans arbeten märkas Histoire naturelle du Sénégal, Fa - milles des plantes och Histoire de la botani - que.
48	12	4	E1_604	https://www.wikidata.org/wiki/	1	Q49967	Adhémar [ ademar ], biskop i Puy i södra Frankrike. Han var den förste, som på kyrkomötet i Clermont, 1095, lät fästa det röda korset på sig, till tecken att han ville deltaga i korståget. Som påflig legat åtföljde A. hären, hvars mod han lifvade genom sin tapperhet och vältalighet. Han afled 1 Aug. 1098, straxt efter Antiochias eröfring.
49	12	4	E2_961	https://www.wikidata.org/wiki/		Q49967	Adhémar [ ] l. Adémar, biskop i Puy i södra Frankrike. Han var den förste, som på kyrkomötet i Clermont, 1095, lät fästa det röda korset på sig, till tecken att han ville deltaga i korståget. Som påflig legat åtföljde A. hären, hvars mod han lifvade genom sin tapperhet och vältalighet. Han afled 1098, strax efter Antiochias eröfring.
50	12	4	E3_640	https://www.wikidata.org/wiki/		Q49967	Adhémar [ ademär ], en av första korstågets ledare ( d. 1098 ). Biskop i Puy i s. Frankrike ( från omkr. 1087 ) visade han vid kyrkomötet i Clermont 1095 stort nit för första korståget och utsågs till dess ledare och påvlig legat. Han åtföljde Raymond av Toulouse till Orienten och upplivade genom sin tapperhet och vältalighet härens mod.
51	12	4	E4_720	https://www.wikidata.org/wiki/		Q49967	"Adhémar [ ademär ], en av första korstågets ledare ( d. 1098 ) ; biskop i Puy i s. Frankrike."
52	13	4	E1_636	https://www.wikidata.org/wiki/	1	Q1691973	Adler, Johan Gunder, dansk statsman, född i Köpenhamn 1784. 1814 blef han ledamot af riksförsamlingen i Eidsvold, der han jämte Falsen utarbetade det utkast till Norges grundlag, som förelades församlingen och hvaraf de vigtigaste punkterna antogos. Samma år utnämndes han till den nyvalde norske konungen Kristian Fredriks kabinettssekreterare. Efter dennes tronafsägelse följde A. honom till Danmark och innehade ständigt en hög plats i hans ynnest, ä
53	13	4	E2_1024	https://www.wikidata.org/wiki/		Q1691973	Adler, Johan Gunder, dansk ämbetsman, f. 1784, blef 1812 skolföreståndare ( lektor ) i Frederikshald. Tillsammans med C. M. Falsen utarbetade han 1814 det utkast till Norges grundlag, som i ändrad form förelades riksförsamlingen på Eidsvold och i det väsentliga antogs af denna. I juli s. å. blef han den nyvalde konungens, Kristian Fredriks, privatsekreterare och följde honom efter hans tronafsägelse i samma befattning
54	13	4	E3_673	https://www.wikidata.org/wiki/		Q1691973	Adler, JohanGunder, dansk - norsk politiker ( 1784 — 1852 ). Var lektor i Fredrikshald, då han tills, m. K. M. Falsen ( se denne ) i februari 1814 utarbetade det grundlagsförslag, som, efter en omarbetning på grundval av Kristian Fredriks anmärkningar, sedan trycktes och förelädes riksförsamlingen på Eidsvold samt i det väsentliga antogs. Till följd av sin stora skicklighet i franska språket blev han under kriget med Sverige använd som biträde
55	13	4	E4_762	https://www.wikidata.org/wiki/		Q1691973	Adler, Johan Gunder, dansk - norsk politiker ( 1784 — 1852 ). Jämte K. M. Falsen utarbetade han det grundlagsförslag, som förelädes riksförsamlingen på Eidsvold 1814 och i det väsentliga antogs. Utnämnd s. å. till Kristian Fredriks privatsekreterare, åtföljde han honom i samma egenskap till Danmark, där han vid NF i — 4 prinsens tronbestigning blev kabinettssekreterare och senare geheimekonferensråd.
56	14	4	E1_642	https://www.wikidata.org/wiki/	1	Q834509	Adler Salvius, Johan, statsman, f. 1590 i Strängnäs, der hans fader, Peder Hansson, var stadsskrifvare. Hans lofvande anlag tilldrogo sig först biskopens uppmärksamhet, derpå sjelfva konungens, med hvars understöd han, efter i Upsala påbörjade studier, 1612 företog en utländsk studieresa. Han besökte universiteten i Rostock, Helmstädt, der han promoverades till fil. doktor, Marburg, der han
57	14	4	E2_1035	https://www.wikidata.org/wiki/		Q834509	Adler Salvius, Johan, statsman, f. 1590 i Strängnäs, där hans fader, Peder Hansson, var stadsskrifvare. Hans lofvande anlag tilldrogo sig först biskopens uppmärksamhet, därpå själfva konungens, med hvars understöd han, efter i Upsala påbörjade studier, 1612 företog en utländsk studieresa. Han besökte universiteten i Rostock, Helmstädt, där han promoverades till fil. doktor, Marburg, där han studerade medicin
58	14	4	E3_687	https://www.wikidata.org/wiki/		Q834509	Adler Salvius, Johan, statsman ( 1590 — 1652 ). Son till en stadsskrivare i Strängnäs, Per Hansson, tilldrog han sig genom sina lovande anlag tidigt konungens uppmärksamhet och kunde med understöd av kronan efter i Uppsala påbörjade studier 1612 företaga en studieresa till tyska universitet, varunder han blev fil. mag. i Helmstedt. Under en förnyad utländsk resa till v. Tyskland, Nederländerna, Frankrike och Italien fortsatte han sina medicinska studier till nästan fullständig läkar
59	14	4	E4_770	https://www.wikidata.org/wiki/		Q834509	Adler Salvius, Johan, statsman ( 1590 — 1652 ). Tidigt föräldralös sattes han i stånd att studera genom stöd av olika beskyddare. Efter en tids vistelse i Uppsala kunde han 1612 företaga en studieresa till tyska univ., varunder han blev fil. mag. i Helmstedt. Under en förnyad utländsk resa till v. Tyskland, Nederländerna, Frankrike och Italien fortsatte han sina medicinska studier till nästan fullständig läkarutbildning men övergick till juridiken och blev ju
60	15	4	E1_744	https://www.wikidata.org/wiki/	1	Q553273	Aelst [ älst ], Willem van, af italienarne kallad Guilielmo dOlanda, nederländsk stilleben - och blomstermålare, f. 1620 i Delft, brorson och lärjunge till målaren Evert van A. Uppehöll sig i flere år i Frankrike och Italien. Död 1679 i Amsterdam. Han var på sitt område en högst framstående konstnär och var framför allt lycklig i de taflor, der han framställde fiskar, bröd samt
61	15	4	E2_1207	https://www.wikidata.org/wiki/		Q553273	Aelst [ alst ], Willem ( Guillielmo ) van, holländsk stilleben - och blomstermålare, f. 1626 i Delft. Elev af sin farbror, Evert v. Aelst, i Delft, och af Otto Marseus, i Florens. Vistades 164556 i Frankrike och Italien, i synnerhet i Florens. Kort därefter bosatt i Amsterdam. Lefde ännu 1683. Hans stilleben, eleganta i sin anordning och minutiösa i
62	15	4	E3_801	https://www.wikidata.org/wiki/		Q553273	Aelst [ älst ], W i 1 1 e m van, holl. stilleben - och blomstermålare ( omkr. 1625 — efter 1683 ), 1645 — 56 verksam i Frankrike och Italien, senare i Amsterdam. Ett par av hans förträffliga, minutiösa och eleganta arbeten finnes i Nationalmuseum.
63	15	4	E4_900	https://www.wikidata.org/wiki/		Q553273	Aelst [ älst ], Willem van, holländsk stilleben - och blomstermålare ( omkr. 1625 — 1683 ), 1645 — 56 verksam i Frankrike och Italien, senare i Amsterdam. Ett par av hans förträffliga, minutiösa och eleganta arbeten finnas i Nationalmuseum.
64	16	4	E1_1020	https://www.wikidata.org/wiki/	1	Q2436711	Agne, sveakonung af Ynglingaätten, frejdad viking, härjade Finland och dödade en finsk höfding, Froste, hvars son Loge och dotter Skjalf han förde med sig såsom fångar till Sverige. Han landsteg vid Steksundet i Mälaren och ville der tvinga Skjalf att blifva hans maka. Skjalf låtsade samtycka dertill, men lät till hämd för sin faders död på sjelfva bröllopsnatten
65	16	4	E2_1687	https://www.wikidata.org/wiki/		Q2436711	Agne, nord. sag., konung af ynglingaätten, härjade i Finland, dödade en finsk höfding Froste samt förde hans son Loge och dotter Skjalf som fångar till Sverige. Han landsteg vid Stocksunden, Norrström och Söderström i Stockholm, och ville tvinga Skjalf att blifva hans maka. Skjalf låtsade samtycka därtill, men lät till hämnd för sin faders död på bröllopsnatten strypa och upphänga A., h
66	16	4	E3_1032	https://www.wikidata.org/wiki/		Q2436711	"Agne, svensk konung av Ynglingaätten. Han omtalas i Snorre Sturlassons Ynglingasaga ( se d. o. ) och Historia Norvegiæ ( se d. o. ). Snorre berättar, att Agne företog ett härnadståg till Finland, besegrade och dödade en hövding Froste samt tillfångatog och förde med sig dennes dotter Skjalv och son Loge. Hemkommen lade han till i Stocksunden ; på en äng därintill"
67	16	4	E4_1134	https://www.wikidata.org/wiki/		Q2436711	"Agne, svensk konung av Ynglingaätten. Han omtalas i dikten Ynglingatal i Historia Norve - giæ hos Snorre. Snorre berättar, att Agne företog ett härnadståg till Finland, besegrade och dödade en hövding Froste samt förde med sig dennes dotter Skjalv. Hemkommen lade han till i Stocksunden ; på en äng därintill höll han bröllop med Skjalv. Vid gravöl efter Froste blev A. drucken, och Sk"
68	17	4	E1_1056	https://www.wikidata.org/wiki/	1	Q3846602	Agrate, Marco, italiensk bildhuggare, hvilken under 1500 - talets senare hälft, då förfallets tid inträder, arbetade i Milano, hvars domkyrka ännu eger hans marmorstaty af den hel. Bartholomæus. Genom att följa legenden om denne apostels martyrdöd förirrade sig konstnären derhän, att han framställde martyren fullständigt flådd, med den afdragna huden lagd öfver skuldrorna. Det med otrolig omsorg utförda och om grundlig
